30 90; 0 0; -30 30
22 116; 51 17; -13 -22
<0: 22 -56; 51 18; -12 -22
22 117; 51 18; -12 -22
<0: 22 -55; 51 19; -11 -22
22 118; 51 19; -11 -22
<0: 22 -54; 51 20; -10 -22
22 119; 51 20; -10 -22
<0: 22 -53; 51 21; -9 -22
22 120; 51 21; -9 -22
<0: 22 -52; 51 22; -8 -22
22 121; 51 22; -8 -22
<0: 22 -51; 51 23; -7 -22
22 122; 51 23; -7 -22
<0: 22 -50; 51 24; -6 -22
22 123; 51 24; -6 -22
<0: 22 -49; 51 25; -5 -22
22 124; 51 25; -5 -22
<0: 22 -48; 51 26; -4 -22
22 125; 51 26; -4 -22
<0: 22 -47; 51 27; -3 -22
22 126; 51 27; -3 -22
<0: 22 -46; 51 28; -2 -22
22 127; 51 28; -2 -22
<0: 22 -45; 51 29; -1 -22
22 128; 51 29; -1 -22
<0: 22 -43; 51 30; 1 -22
22 130; 51 30; 1 -22
<0: 22 -42; 51 31; 2 -22
22 131; 51 31; 2 -22
<0: 22 -41; 51 32; 3 -22
22 132; 51 32; 3 -22
<0: 22 -40; 51 33; 4 -22
22 133; 51 33; 4 -22
<0: 22 -39; 51 34; 5 -22
22 134; 51 34; 5 -22
<0: 22 -38; 51 35; 6 -22
22 135; 51 35; 6 -22
<0: 22 -37; 51 36; 7 -22
22 136; 51 36; 7 -22
<0: 22 -36; 51 37; 8 -22
22 137; 51 37; 8 -22
<0: 22 -35; 51 38; 9 -22
22 138; 51 38; 9 -22
<0: 22 -34; 51 39; 10 -22
22 139; 51 39; 10 -22
<0: 22 -33; 51 40; 11 -22
22 140; 51 40; 11 -22
<0: 22 -32; 51 41; 12 -22
22 141; 51 41; 12 -22
<0: 22 -31; 51 42; 13 -22
22 142; 51 42; 13 -22
<0: 22 -30; 51 43; 14 -22
22 143; 51 43; 14 -22
<0: 22 -29; 51 44; 15 -22
22 144; 51 44; 15 -22
<0: 22 -28; 51 45; 16 -22
22 145; 51 45; 16 -22
<0: 22 -27; 51 46; 17 -22
22 146; 51 46; 17 -22
<0: 22 -26; 51 47; 18 -22
22 147; 51 47; 18 -22
<0: 22 -25; 51 48; 19 -22
22 148; 51 48; 19 -22
<0: 22 -24; 51 49; 20 -22
22 149; 51 49; 20 -22
<0: 22 -23; 51 50; 21 -22
22 150; 51 50; 21 -22
<0: 22 -22; 51 51; 22 -22
22 151; 51 51; 22 -22
<0: 23 -22; 51 52; 23 -22
23 159; 51 52; 23 -22
<0: 24 -22; 51 53; 24 -22
24 167; 51 53; 24 -22
<0: 25 -22; 51 54; 25 -22
25 175; 51 54; 25 -22
<0: 26 -22; 51 55; 26 -22
26 183; 51 55; 26 -22
<0: 27 -22; 51 56; 27 -22
27 191; 51 56; 27 -22
<0: 28 -22; 51 57; 28 -22
28 199; 51 57; 28 -22
<0: 29 -22; 51 58; 29 -22
29 207; 51 58; 29 -22
<0: 30 -22; 51 59; 30 -22
30 215; 51 59; 30 -22
<0: 30 -97; 52 0; -30 -23
30 140; 52 0; -30 -23
<0: 29 -93; 52 1; -29 -23
29 136; 52 1; -29 -23
<0: 28 -89; 52 2; -28 -23
28 132; 52 2; -28 -23
<0: 27 -85; 52 3; -27 -23
27 128; 52 3; -27 -23
<0: 26 -81; 52 4; -26 -23
26 124; 52 4; -26 -23
<0: 25 -77; 52 5; -25 -23
25 120; 52 5; -25 -23
<0: 24 -73; 52 6; -24 -23
24 116; 52 6; -24 -23
<0: 23 -69; 52 7; -23 -23
23 112; 52 7; -23 -23
<0: 23 -68; 52 8; -22 -23
23 113; 52 8; -22 -23
<0: 23 -67; 52 9; -21 -23
23 114; 52 9; -21 -23
<0: 23 -66; 52 10; -20 -23
23 115; 52 10; -20 -23
<0: 23 -65; 52 11; -19 -23
23 116; 52 11; -19 -23
<0: 23 -64; 52 12; -18 -23
23 117; 52 12; -18 -23
<0: 23 -63; 52 13; -17 -23
23 118; 52 13; -17 -23
<0: 23 -62; 52 14; -16 -23
23 119; 52 14; -16 -23
<0: 23 -61; 52 15; -15 -23
23 120; 52 15; -15 -23
<0: 23 -60; 52 16; -14 -23
23 121; 52 16; -14 -23
<0: 23 -59; 52 17; -13 -23
23 122; 52 17; -13 -23
<0: 23 -58; 52 18; -12 -23
23 123; 52 18; -12 -23
<0: 23 -57; 52 19; -11 -23
23 124; 52 19; -11 -23
<0: 23 -56; 52 20; -10 -23
23 125; 52 20; -10 -23
<0: 23 -55; 52 21; -9 -23
23 126; 52 21; -9 -23
<0: 23 -54; 52 22; -8 -23
23 127; 52 22; -8 -23
<0: 23 -53; 52 23; -7 -23
23 128; 52 23; -7 -23
<0: 23 -52; 52 24; -6 -23
23 129; 52 24; -6 -23
<0: 23 -51; 52 25; -5 -23
23 130; 52 25; -5 -23
<0: 23 -50; 52 26; -4 -23
23 131; 52 26; -4 -23
<0: 23 -49; 52 27; -3 -23
23 132; 52 27; -3 -23
<0: 23 -48; 52 28; -2 -23
23 133; 52 28; -2 -23
<0: 23 -47; 52 29; -1 -23
23 134; 52 29; -1 -23
<0: 23 -45; 52 30; 1 -23
23 136; 52 30; 1 -23
<0: 23 -44; 52 31; 2 -23
23 137; 52 31; 2 -23
<0: 23 -43; 52 32; 3 -23
23 138; 52 32; 3 -23
<0: 23 -42; 52 33; 4 -23
23 139; 52 33; 4 -23
<0: 23 -41; 52 34; 5 -23
23 140; 52 34; 5 -23
<0: 23 -40; 52 35; 6 -23
23 141; 52 35; 6 -23
<0: 23 -39; 52 36; 7 -23
23 142; 52 36; 7 -23
<0: 23 -38; 52 37; 8 -23
23 143; 52 37; 8 -23
<0: 23 -37; 52 38; 9 -23
23 144; 52 38; 9 -23
<0: 23 -36; 52 39; 10 -23
23 145; 52 39; 10 -23
<0: 23 -35; 52 40; 11 -23
23 146; 52 40; 11 -23
<0: 23 -34; 52 41; 12 -23
23 147; 52 41; 12 -23
<0: 23 -33; 52 42; 13 -23
23 148; 52 42; 13 -23
<0: 23 -32; 52 43; 14 -23
23 149; 52 43; 14 -23
<0: 23 -31; 52 44; 15 -23
23 150; 52 44; 15 -23
<0: 23 -30; 52 45; 16 -23
23 151; 52 45; 16 -23
<0: 23 -29; 52 46; 17 -23
23 152; 52 46; 17 -23
<0: 23 -28; 52 47; 18 -23
23 153; 52 47; 18 -23
<0: 23 -27; 52 48; 19 -23
23 154; 52 48; 19 -23
<0: 23 -26; 52 49; 20 -23
23 155; 52 49; 20 -23
<0: 23 -25; 52 50; 21 -23
23 156; 52 50; 21 -23
<0: 23 -24; 52 51; 22 -23
23 157; 52 51; 22 -23
<0: 23 -23; 52 52; 23 -23
23 158; 52 52; 23 -23
<0: 24 -23; 52 53; 24 -23
24 166; 52 53; 24 -23
<0: 25 -23; 52 54; 25 -23
25 174; 52 54; 25 -23
<0: 26 -23; 52 55; 26 -23
26 182; 52 55; 26 -23
<0: 27 -23; 52 56; 27 -23
27 190; 52 56; 27 -23
<0: 28 -23; 52 57; 28 -23
28 198; 52 57; 28 -23
<0: 29 -23; 52 58; 29 -23
29 206; 52 58; 29 -23
<0: 30 -23; 52 59; 30 -23
30 214; 52 59; 30 -23
<0: 30 -96; 53 0; -30 -24
30 141; 53 0; -30 -24
<0: 29 -92; 53 1; -29 -24
29 137; 53 1; -29 -24
<0: 28 -88; 53 2; -28 -24
28 133; 53 2; -28 -24
<0: 27 -84; 53 3; -27 -24
27 129; 53 3; -27 -24
<0: 26 -80; 53 4; -26 -24
26 125; 53 4; -26 -24
<0: 25 -76; 53 5; -25 -24
25 121; 53 5; -25 -24
<0: 24 -72; 53 6; -24 -24
24 117; 53 6; -24 -24
<0: 24 -71; 53 7; -23 -24
24 118; 53 7; -23 -24
<0: 24 -70; 53 8; -22 -24
24 119; 53 8; -22 -24
<0: 24 -69; 53 9; -21 -24
24 120; 53 9; -21 -24
<0: 24 -68; 53 10; -20 -24
24 121; 53 10; -20 -24
<0: 24 -67; 53 11; -19 -24
24 122; 53 11; -19 -24
<0: 24 -66; 53 12; -18 -24
24 123; 53 12; -18 -24
<0: 24 -65; 53 13; -17 -24
24 124; 53 13; -17 -24
<0: 24 -64; 53 14; -16 -24
24 125; 53 14; -16 -24
<0: 24 -63; 53 15; -15 -24
24 126; 53 15; -15 -24
<0: 24 -62; 53 16; -14 -24
24 127; 53 16; -14 -24
<0: 24 -61; 53 17; -13 -24
24 128; 53 17; -13 -24
<0: 24 -60; 53 18; -12 -24
24 129; 53 18; -12 -24
<0: 24 -59; 53 19; -11 -24
24 130; 53 19; -11 -24
<0: 24 -58; 53 20; -10 -24
24 131; 53 20; -10 -24
<0: 24 -57; 53 21; -9 -24
24 132; 53 21; -9 -24
<0: 24 -56; 53 22; -8 -24
24 133; 53 22; -8 -24
<0: 24 -55; 53 23; -7 -24
24 134; 53 23; -7 -24
<0: 24 -54; 53 24; -6 -24
24 135; 53 24; -6 -24
<0: 24 -53; 53 25; -5 -24
24 136; 53 25; -5 -24
<0: 24 -52; 53 26; -4 -24
24 137; 53 26; -4 -24
<0: 24 -51; 53 27; -3 -24
24 138; 53 27; -3 -24
<0: 24 -50; 53 28; -2 -24
24 139; 53 28; -2 -24
<0: 24 -49; 53 29; -1 -24
24 140; 53 29; -1 -24
<0: 24 -47; 53 30; 1 -24
24 142; 53 30; 1 -24
<0: 24 -46; 53 31; 2 -24
24 143; 53 31; 2 -24
<0: 24 -45; 53 32; 3 -24
24 144; 53 32; 3 -24
<0: 24 -44; 53 33; 4 -24
24 145; 53 33; 4 -24
<0: 24 -43; 53 34; 5 -24
24 146; 53 34; 5 -24
<0: 24 -42; 53 35; 6 -24
24 147; 53 35; 6 -24
<0: 24 -41; 53 36; 7 -24
24 148; 53 36; 7 -24
<0: 24 -40; 53 37; 8 -24
24 149; 53 37; 8 -24
<0: 24 -39; 53 38; 9 -24
24 150; 53 38; 9 -24
<0: 24 -38; 53 39; 10 -24
24 151; 53 39; 10 -24
<0: 24 -37; 53 40; 11 -24
24 152; 53 40; 11 -24
<0: 24 -36; 53 41; 12 -24
24 153; 53 41; 12 -24
<0: 24 -35; 53 42; 13 -24
24 154; 53 42; 13 -24
<0: 24 -34; 53 43; 14 -24
24 155; 53 43; 14 -24
<0: 24 -33; 53 44; 15 -24
24 156; 53 44; 15 -24
<0: 24 -32; 53 45; 16 -24
24 157; 53 45; 16 -24
<0: 24 -31; 53 46; 17 -24
24 158; 53 46; 17 -24
<0: 24 -30; 53 47; 18 -24
24 159; 53 47; 18 -24
<0: 24 -29; 53 48; 19 -24
24 160; 53 48; 19 -24
<0: 24 -28; 53 49; 20 -24
24 161; 53 49; 20 -24
<0: 24 -27; 53 50; 21 -24
24 162; 53 50; 21 -24
<0: 24 -26; 53 51; 22 -24
24 163; 53 51; 22 -24
<0: 24 -25; 53 52; 23 -24
24 164; 53 52; 23 -24
<0: 24 -24; 53 53; 24 -24
24 165; 53 53; 24 -24
<0: 25 -24; 53 54; 25 -24
25 173; 53 54; 25 -24
<0: 26 -24; 53 55; 26 -24
26 181; 53 55; 26 -24
<0: 27 -24; 53 56; 27 -24
27 189; 53 56; 27 -24
<0: 28 -24; 53 57; 28 -24
28 197; 53 57; 28 -24
<0: 29 -24; 53 58; 29 -24
29 205; 53 58; 29 -24
<0: 30 -24; 53 59; 30 -24
30 213; 53 59; 30 -24
<0: 30 -95; 54 0; -30 -25
30 142; 54 0; -30 -25
<0: 29 -91; 54 1; -29 -25
29 138; 54 1; -29 -25
<0: 28 -87; 54 2; -28 -25
28 134; 54 2; -28 -25
<0: 27 -83; 54 3; -27 -25
27 130; 54 3; -27 -25
<0: 26 -79; 54 4; -26 -25
26 126; 54 4; -26 -25
<0: 25 -75; 54 5; -25 -25
25 122; 54 5; -25 -25
<0: 25 -74; 54 6; -24 -25
25 123; 54 6; -24 -25
<0: 25 -73; 54 7; -23 -25
25 124; 54 7; -23 -25
<0: 25 -72; 54 8; -22 -25
25 125; 54 8; -22 -25
<0: 25 -71; 54 9; -21 -25
25 126; 54 9; -21 -25
<0: 25 -70; 54 10; -20 -25
25 127; 54 10; -20 -25
<0: 25 -69; 54 11; -19 -25
25 128; 54 11; -19 -25
<0: 25 -68; 54 12; -18 -25
25 129; 54 12; -18 -25
<0: 25 -67; 54 13; -17 -25
25 130; 54 13; -17 -25
<0: 25 -66; 54 14; -16 -25
25 131; 54 14; -16 -25
<0: 25 -65; 54 15; -15 -25
25 132; 54 15; -15 -25
<0: 25 -64; 54 16; -14 -25
25 133; 54 16; -14 -25
<0: 25 -63; 54 17; -13 -25
25 134; 54 17; -13 -25
<0: 25 -62; 54 18; -12 -25
25 135; 54 18; -12 -25
<0: 25 -61; 54 19; -11 -25
25 136; 54 19; -11 -25
<0: 25 -60; 54 20; -10 -25
25 137; 54 20; -10 -25
<0: 25 -59; 54 21; -9 -25
25 138; 54 21; -9 -25
<0: 25 -58; 54 22; -8 -25
25 139; 54 22; -8 -25
<0: 25 -57; 54 23; -7 -25
25 140; 54 23; -7 -25
<0: 25 -56; 54 24; -6 -25
25 141; 54 24; -6 -25
<0: 25 -55; 54 25; -5 -25
25 142; 54 25; -5 -25
<0: 25 -54; 54 26; -4 -25
25 143; 54 26; -4 -25
<0: 25 -53; 54 27; -3 -25
25 144; 54 27; -3 -25
<0: 25 -52; 54 28; -2 -25
25 145; 54 28; -2 -25
<0: 25 -51; 54 29; -1 -25
25 146; 54 29; -1 -25
<0: 25 -49; 54 30; 1 -25
25 148; 54 30; 1 -25
<0: 25 -48; 54 31; 2 -25
25 149; 54 31; 2 -25
<0: 25 -47; 54 32; 3 -25
25 150; 54 32; 3 -25
<0: 25 -46; 54 33; 4 -25
25 151; 54 33; 4 -25
<0: 25 -45; 54 34; 5 -25
25 152; 54 34; 5 -25
<0: 25 -44; 54 35; 6 -25
25 153; 54 35; 6 -25
<0: 25 -43; 54 36; 7 -25
25 154; 54 36; 7 -25
<0: 25 -42; 54 37; 8 -25
25 155; 54 37; 8 -25
<0: 25 -41; 54 38; 9 -25
25 156; 54 38; 9 -25
<0: 25 -40; 54 39; 10 -25
25 157; 54 39; 10 -25
<0: 25 -39; 54 40; 11 -25
25 158; 54 40; 11 -25
<0: 25 -38; 54 41; 12 -25
25 159; 54 41; 12 -25
<0: 25 -37; 54 42; 13 -25
25 160; 54 42; 13 -25
<0: 25 -36; 54 43; 14 -25
25 161; 54 43; 14 -25
<0: 25 -35; 54 44; 15 -25
25 162; 54 44; 15 -25
<0: 25 -34; 54 45; 16 -25
25 163; 54 45; 16 -25
<0: 25 -33; 54 46; 17 -25
25 164; 54 46; 17 -25
<0: 25 -32; 54 47; 18 -25
25 165; 54 47; 18 -25
<0: 25 -31; 54 48; 19 -25
25 166; 54 48; 19 -25
<0: 25 -30; 54 49; 20 -25
25 167; 54 49; 20 -25
<0: 25 -29; 54 50; 21 -25
25 168; 54 50; 21 -25
<0: 25 -28; 54 51; 22 -25
25 169; 54 51; 22 -25
<0: 25 -27; 54 52; 23 -25
25 170; 54 52; 23 -25
<0: 25 -26; 54 53; 24 -25
25 171; 54 53; 24 -25
<0: 25 -25; 54 54; 25 -25
25 172; 54 54; 25 -25
<0: 26 -25; 54 55; 26 -25
26 180; 54 55; 26 -25
<0: 27 -25; 54 56; 27 -25
27 188; 54 56; 27 -25
<0: 28 -25; 54 57; 28 -25
28 196; 54 57; 28 -25
<0: 29 -25; 54 58; 29 -25
29 204; 54 58; 29 -25
<0: 30 -25; 54 59; 30 -25
30 212; 54 59; 30 -25
<0: 30 -94; 55 0; -30 -26
30 143; 55 0; -30 -26
<0: 29 -90; 55 1; -29 -26
29 139; 55 1; -29 -26
<0: 28 -86; 55 2; -28 -26
28 135; 55 2; -28 -26
<0: 27 -82; 55 3; -27 -26
27 131; 55 3; -27 -26
<0: 26 -78; 55 4; -26 -26
26 127; 55 4; -26 -26
<0: 26 -77; 55 5; -25 -26
26 128; 55 5; -25 -26
<0: 26 -76; 55 6; -24 -26
26 129; 55 6; -24 -26
<0: 26 -75; 55 7; -23 -26
26 130; 55 7; -23 -26
<0: 26 -74; 55 8; -22 -26
26 131; 55 8; -22 -26
<0: 26 -73; 55 9; -21 -26
26 132; 55 9; -21 -26
<0: 26 -72; 55 10; -20 -26
26 133; 55 10; -20 -26
<0: 26 -71; 55 11; -19 -26
26 134; 55 11; -19 -26
<0: 26 -70; 55 12; -18 -26
26 135; 55 12; -18 -26
<0: 26 -69; 55 13; -17 -26
26 136; 55 13; -17 -26
<0: 26 -68; 55 14; -16 -26
26 137; 55 14; -16 -26
<0: 26 -67; 55 15; -15 -26
26 138; 55 15; -15 -26
<0: 26 -66; 55 16; -14 -26
26 139; 55 16; -14 -26
<0: 26 -65; 55 17; -13 -26
26 140; 55 17; -13 -26
<0: 26 -64; 55 18; -12 -26
26 141; 55 18; -12 -26
<0: 26 -63; 55 19; -11 -26
26 142; 55 19; -11 -26
<0: 26 -62; 55 20; -10 -26
26 143; 55 20; -10 -26
<0: 26 -61; 55 21; -9 -26
26 144; 55 21; -9 -26
<0: 26 -60; 55 22; -8 -26
26 145; 55 22; -8 -26
<0: 26 -59; 55 23; -7 -26
26 146; 55 23; -7 -26
<0: 26 -58; 55 24; -6 -26
26 147; 55 24; -6 -26
<0: 26 -57; 55 25; -5 -26
26 148; 55 25; -5 -26
<0: 26 -56; 55 26; -4 -26
26 149; 55 26; -4 -26
<0: 26 -55; 55 27; -3 -26
26 150; 55 27; -3 -26
<0: 26 -54; 55 28; -2 -26
26 151; 55 28; -2 -26
<0: 26 -53; 55 29; -1 -26
26 152; 55 29; -1 -26
<0: 26 -51; 55 30; 1 -26
26 154; 55 30; 1 -26
<0: 26 -50; 55 31; 2 -26
26 155; 55 31; 2 -26
<0: 26 -49; 55 32; 3 -26
26 156; 55 32; 3 -26
<0: 26 -48; 55 33; 4 -26
26 157; 55 33; 4 -26
<0: 26 -47; 55 34; 5 -26
26 158; 55 34; 5 -26
<0: 26 -46; 55 35; 6 -26
26 159; 55 35; 6 -26
<0: 26 -45; 55 36; 7 -26
26 160; 55 36; 7 -26
<0: 26 -44; 55 37; 8 -26
26 161; 55 37; 8 -26
<0: 26 -43; 55 38; 9 -26
26 162; 55 38; 9 -26
<0: 26 -42; 55 39; 10 -26
26 163; 55 39; 10 -26
<0: 26 -41; 55 40; 11 -26
26 164; 55 40; 11 -26
<0: 26 -40; 55 41; 12 -26
26 165; 55 41; 12 -26
<0: 26 -39; 55 42; 13 -26
26 166; 55 42; 13 -26
<0: 26 -38; 55 43; 14 -26
26 167; 55 43; 14 -26
<0: 26 -37; 55 44; 15 -26
26 168; 55 44; 15 -26
<0: 26 -36; 55 45; 16 -26
26 169; 55 45; 16 -26
<0: 26 -35; 55 46; 17 -26
26 170; 55 46; 17 -26
<0: 26 -34; 55 47; 18 -26
26 171; 55 47; 18 -26
<0: 26 -33; 55 48; 19 -26
26 172; 55 48; 19 -26
<0: 26 -32; 55 49; 20 -26
26 173; 55 49; 20 -26
<0: 26 -31; 55 50; 21 -26
26 174; 55 50; 21 -26
<0: 26 -30; 55 51; 22 -26
26 175; 55 51; 22 -26
<0: 26 -29; 55 52; 23 -26
26 176; 55 52; 23 -26
<0: 26 -28; 55 53; 24 -26
26 177; 55 53; 24 -26
<0: 26 -27; 55 54; 25 -26
26 178; 55 54; 25 -26
<0: 26 -26; 55 55; 26 -26
26 179; 55 55; 26 -26
<0: 27 -26; 55 56; 27 -26
27 187; 55 56; 27 -26
<0: 28 -26; 55 57; 28 -26
28 195; 55 57; 28 -26
<0: 29 -26; 55 58; 29 -26
29 203; 55 58; 29 -26
<0: 30 -26; 55 59; 30 -26
30 211; 55 59; 30 -26
<0: 30 -93; 56 0; -30 -27
30 144; 56 0; -30 -27
<0: 29 -89; 56 1; -29 -27
29 140; 56 1; -29 -27
<0: 28 -85; 56 2; -28 -27
28 136; 56 2; -28 -27
<0: 27 -81; 56 3; -27 -27
27 132; 56 3; -27 -27
<0: 27 -80; 56 4; -26 -27
27 133; 56 4; -26 -27
<0: 27 -79; 56 5; -25 -27
27 134; 56 5; -25 -27
<0: 27 -78; 56 6; -24 -27
27 135; 56 6; -24 -27
<0: 27 -77; 56 7; -23 -27
27 136; 56 7; -23 -27
<0: 27 -76; 56 8; -22 -27
27 137; 56 8; -22 -27
<0: 27 -75; 56 9; -21 -27
27 138; 56 9; -21 -27
<0: 27 -74; 56 10; -20 -27
27 139; 56 10; -20 -27
<0: 27 -73; 56 11; -19 -27
27 140; 56 11; -19 -27
<0: 27 -72; 56 12; -18 -27
27 141; 56 12; -18 -27
<0: 27 -71; 56 13; -17 -27
27 142; 56 13; -17 -27
<0: 27 -70; 56 14; -16 -27
27 143; 56 14; -16 -27
<0: 27 -69; 56 15; -15 -27
27 144; 56 15; -15 -27
<0: 27 -68; 56 16; -14 -27
27 145; 56 16; -14 -27
<0: 27 -67; 56 17; -13 -27
27 146; 56 17; -13 -27
<0: 27 -66; 56 18; -12 -27
27 147; 56 18; -12 -27
<0: 27 -65; 56 19; -11 -27
27 148; 56 19; -11 -27
<0: 27 -64; 56 20; -10 -27
27 149; 56 20; -10 -27
<0: 27 -63; 56 21; -9 -27
27 150; 56 21; -9 -27
<0: 27 -62; 56 22; -8 -27
27 151; 56 22; -8 -27
<0: 27 -61; 56 23; -7 -27
27 152; 56 23; -7 -27
<0: 27 -60; 56 24; -6 -27
27 153; 56 24; -6 -27
<0: 27 -59; 56 25; -5 -27
27 154; 56 25; -5 -27
<0: 27 -58; 56 26; -4 -27
27 155; 56 26; -4 -27
<0: 27 -57; 56 27; -3 -27
27 156; 56 27; -3 -27
<0: 27 -56; 56 28; -2 -27
27 157; 56 28; -2 -27
<0: 27 -55; 56 29; -1 -27
27 158; 56 29; -1 -27
<0: 27 -53; 56 30; 1 -27
27 160; 56 30; 1 -27
<0: 27 -52; 56 31; 2 -27
27 161; 56 31; 2 -27
<0: 27 -51; 56 32; 3 -27
27 162; 56 32; 3 -27
<0: 27 -50; 56 33; 4 -27
27 163; 56 33; 4 -27
<0: 27 -49; 56 34; 5 -27
27 164; 56 34; 5 -27
<0: 27 -48; 56 35; 6 -27
27 165; 56 35; 6 -27
<0: 27 -47; 56 36; 7 -27
27 166; 56 36; 7 -27
<0: 27 -46; 56 37; 8 -27
27 167; 56 37; 8 -27
<0: 27 -45; 56 38; 9 -27
27 168; 56 38; 9 -27
<0: 27 -44; 56 39; 10 -27
27 169; 56 39; 10 -27
<0: 27 -43; 56 40; 11 -27
27 170; 56 40; 11 -27
<0: 27 -42; 56 41; 12 -27
27 171; 56 41; 12 -27
<0: 27 -41; 56 42; 13 -27
27 172; 56 42; 13 -27
<0: 27 -40; 56 43; 14 -27
27 173; 56 43; 14 -27
<0: 27 -39; 56 44; 15 -27
27 174; 56 44; 15 -27
<0: 27 -38; 56 45; 16 -27
27 175; 56 45; 16 -27
<0: 27 -37; 56 46; 17 -27
27 176; 56 46; 17 -27
<0: 27 -36; 56 47; 18 -27
27 177; 56 47; 18 -27
<0: 27 -35; 56 48; 19 -27
27 178; 56 48; 19 -27
<0: 27 -34; 56 49; 20 -27
27 179; 56 49; 20 -27
<0: 27 -33; 56 50; 21 -27
27 180; 56 50; 21 -27
<0: 27 -32; 56 51; 22 -27
27 181; 56 51; 22 -27
<0: 27 -31; 56 52; 23 -27
27 182; 56 52; 23 -27
<0: 27 -30; 56 53; 24 -27
27 183; 56 53; 24 -27
<0: 27 -29; 56 54; 25 -27
27 184; 56 54; 25 -27
<0: 27 -28; 56 55; 26 -27
27 185; 56 55; 26 -27
<0: 27 -27; 56 56; 27 -27
27 186; 56 56; 27 -27
<0: 28 -27; 56 57; 28 -27
28 194; 56 57; 28 -27
<0: 29 -27; 56 58; 29 -27
29 202; 56 58; 29 -27
<0: 30 -27; 56 59; 30 -27
30 210; 56 59; 30 -27
<0: 30 -92; 57 0; -30 -28
30 145; 57 0; -30 -28
<0: 29 -88; 57 1; -29 -28
29 141; 57 1; -29 -28
<0: 28 -84; 57 2; -28 -28
28 137; 57 2; -28 -28
<0: 28 -83; 57 3; -27 -28
28 138; 57 3; -27 -28
<0: 28 -82; 57 4; -26 -28
28 139; 57 4; -26 -28
<0: 28 -81; 57 5; -25 -28
28 140; 57 5; -25 -28
<0: 28 -80; 57 6; -24 -28
28 141; 57 6; -24 -28
<0: 28 -79; 57 7; -23 -28
28 142; 57 7; -23 -28
<0: 28 -78; 57 8; -22 -28
28 143; 57 8; -22 -28
<0: 28 -77; 57 9; -21 -28
28 144; 57 9; -21 -28
<0: 28 -76; 57 10; -20 -28
28 145; 57 10; -20 -28
<0: 28 -75; 57 11; -19 -28
28 146; 57 11; -19 -28
<0: 28 -74; 57 12; -18 -28
28 147; 57 12; -18 -28
<0: 28 -73; 57 13; -17 -28
28 148; 57 13; -17 -28
<0: 28 -72; 57 14; -16 -28
28 149; 57 14; -16 -28
<0: 28 -71; 57 15; -15 -28
28 150; 57 15; -15 -28
<0: 28 -70; 57 16; -14 -28
28 151; 57 16; -14 -28
<0: 28 -69; 57 17; -13 -28
28 152; 57 17; -13 -28
<0: 28 -68; 57 18; -12 -28
28 153; 57 18; -12 -28
<0: 28 -67; 57 19; -11 -28
28 154; 57 19; -11 -28
<0: 28 -66; 57 20; -10 -28
28 155; 57 20; -10 -28
<0: 28 -65; 57 21; -9 -28
28 156; 57 21; -9 -28
<0: 28 -64; 57 22; -8 -28
28 157; 57 22; -8 -28
<0: 28 -63; 57 23; -7 -28
28 158; 57 23; -7 -28
<0: 28 -62; 57 24; -6 -28
28 159; 57 24; -6 -28
<0: 28 -61; 57 25; -5 -28
28 160; 57 25; -5 -28
<0: 28 -60; 57 26; -4 -28
28 161; 57 26; -4 -28
<0: 28 -59; 57 27; -3 -28
28 162; 57 27; -3 -28
<0: 28 -58; 57 28; -2 -28
28 163; 57 28; -2 -28
<0: 28 -57; 57 29; -1 -28
28 164; 57 29; -1 -28
<0: 28 -55; 57 30; 1 -28
28 166; 57 30; 1 -28
<0: 28 -54; 57 31; 2 -28
28 167; 57 31; 2 -28
<0: 28 -53; 57 32; 3 -28
28 168; 57 32; 3 -28
<0: 28 -52; 57 33; 4 -28
28 169; 57 33; 4 -28
<0: 28 -51; 57 34; 5 -28
28 170; 57 34; 5 -28
<0: 28 -50; 57 35; 6 -28
28 171; 57 35; 6 -28
<0: 28 -49; 57 36; 7 -28
28 172; 57 36; 7 -28
<0: 28 -48; 57 37; 8 -28
28 173; 57 37; 8 -28
<0: 28 -47; 57 38; 9 -28
28 174; 57 38; 9 -28
<0: 28 -46; 57 39; 10 -28
28 175; 57 39; 10 -28
<0: 28 -45; 57 40; 11 -28
28 176; 57 40; 11 -28
<0: 28 -44; 57 41; 12 -28
28 177; 57 41; 12 -28
<0: 28 -43; 57 42; 13 -28
28 178; 57 42; 13 -28
<0: 28 -42; 57 43; 14 -28
28 179; 57 43; 14 -28
<0: 28 -41; 57 44; 15 -28
28 180; 57 44; 15 -28
<0: 28 -40; 57 45; 16 -28
28 181; 57 45; 16 -28
<0: 28 -39; 57 46; 17 -28
28 182; 57 46; 17 -28
<0: 28 -38; 57 47; 18 -28
28 183; 57 47; 18 -28
<0: 28 -37; 57 48; 19 -28
28 184; 57 48; 19 -28
<0: 28 -36; 57 49; 20 -28
28 185; 57 49; 20 -28
<0: 28 -35; 57 50; 21 -28
28 186; 57 50; 21 -28
<0: 28 -34; 57 51; 22 -28
28 187; 57 51; 22 -28
<0: 28 -33; 57 52; 23 -28
28 188; 57 52; 23 -28
<0: 28 -32; 57 53; 24 -28
28 189; 57 53; 24 -28
<0: 28 -31; 57 54; 25 -28
28 190; 57 54; 25 -28
<0: 28 -30; 57 55; 26 -28
28 191; 57 55; 26 -28
<0: 28 -29; 57 56; 27 -28
28 192; 57 56; 27 -28
